Symbol,Company,ISIN,Ticker
GSS,GSS Infotech Limited,INE871H01011,NSE:GSS
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012,NSE:GTECJAINX
GTL,GTL Limited,INE043A01012,NSE:GTL
GTLINFRA,GTL Infrastructure Limited,INE221H01019,NSE:GTLINFRA
GTPL,GTPL Hathway Limited,INE869I01013,NSE:GTPL
GUFICBIO,Gufic Biosciences Limited,INE742B01025,NSE:GUFICBIO
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,NSE:GUJALKALI
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,NSE:GUJAPOLLO
GUJGASLTD,Gujarat Gas Limited,INE844O01030,NSE:GUJGASLTD
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,NSE:GUJRAFFIA
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,NSE:GUJTHEM
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,NSE:GULFOILLUB
GULFPETRO,GP Petroleums Limited,INE586G01017,NSE:GULFPETRO
GULPOLY,Gulshan Polyols Limited,INE255D01024,NSE:GULPOLY
GVPTECH,GVP Infotech Limited,INE382T01030,NSE:GVPTECH
GVT&D,GE Vernova T&D India Limited,INE200A01026,NSE:GVT&D
HAL,Hindustan Aeronautics Limited,INE066F01020,NSE:HAL
HALDER,Halder Venture Limited,INE115S01010,NSE:HALDER
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,NSE:HALEOSLABS
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,NSE:HAPPSTMNDS
HAPPYFORGE,Happy Forgings Limited,INE330T01021,NSE:HAPPYFORGE
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,NSE:HARIOMPIPE
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,NSE:HARRMALAYA
HARSHA,Harsha Engineers International Limited,INE0JUS01029,NSE:HARSHA
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,NSE:HATHWAY
HATSUN,Hatsun Agro Product Limited,INE473B01035,NSE:HATSUN
HAVELLS,Havells India Limited,INE176B01034,NSE:HAVELLS
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,NSE:HAVISHA
HBLENGINE,HBL Engineering Limited,INE292B01021,NSE:HBLENGINE
HBSL,HB Stockholdings Limited,INE550B01022,NSE:HBSL
HCC,Hindustan Construction Company Limited,INE549A01026,NSE:HCC
HCG,Healthcare Global Enterprises Limited,INE075I01017,NSE:HCG
HCL-INSYS,HCL Infosystems Limited,INE236A01020,NSE:HCL-INSYS
HCLTECH,HCL Technologies Limited,INE860A01027,NSE:HCLTECH
HDBFS,HDB Financial Services Limited,INE756I01012,NSE:HDBFS
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,NSE:HDFCAMC
HDFCBANK,HDFC Bank Limited,INE040A01034,NSE:HDFCBANK
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,NSE:HDFCLIFE
HEADSUP,Heads UP Ventures Limited,INE759V01019,NSE:HEADSUP
HECPROJECT,HEC Infra Projects Limited,INE558R01013,NSE:HECPROJECT
HEG,HEG Limited,INE545A01024,NSE:HEG
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,NSE:HEIDELBERG
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,NSE:HEMIPROP
HERANBA,Heranba Industries Limited,INE694N01015,NSE:HERANBA
HERITGFOOD,Heritage Foods Limited,INE978A01027,NSE:HERITGFOOD
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,NSE:HEROMOTOCO
HESTERBIO,Hester Biosciences Limited,INE782E01017,NSE:HESTERBIO
HEXATRADEX,Hexa Tradex Limited,INE750M01017,NSE:HEXATRADEX
HEXT,Hexaware Technologies Limited,INE093A01041,NSE:HEXT
HFCL,HFCL Limited,INE548A01028,NSE:HFCL
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,NSE:HGINFRA
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,NSE:HGM
HGS,Hinduja Global Solutions Limited,INE170I01016,NSE:HGS
HIKAL,Hikal Limited,INE475B01022,NSE:HIKAL
HILINFRA,Highway Infrastructure Limited,INE00RL01028,NSE:HILINFRA
HILTON,Hilton Metal Forging Limited,INE788H01017,NSE:HILTON
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,NSE:HIMATSEIDE
HINDALCO,Hindalco Industries Limited,INE038A01020,NSE:HINDALCO
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,NSE:HINDCOMPOS
HINDCON,Hindcon Chemicals Limited,INE642Y01029,NSE:HINDCON
HINDCOPPER,Hindustan Copper Limited,INE531E01026,NSE:HINDCOPPER
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,NSE:HINDOILEXP
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,NSE:HINDPETRO
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,NSE:HINDUNILVR
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,NSE:HINDWAREAP
HINDZINC,Hindustan Zinc Limited,INE267A01025,NSE:HINDZINC
HIRECT,Hind Rectifiers Limited,INE835D01023,NSE:HIRECT
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,NSE:HISARMETAL
HITECH,Hi-Tech Pipes Limited,INE106T01025,NSE:HITECH
HITECHCORP,Hitech Corporation Limited,INE120D01012,NSE:HITECHCORP
HLEGLAS,HLE Glascoat Limited,INE461D01028,NSE:HLEGLAS
HLVLTD,HLV LIMITED,INE102A01024,NSE:HLVLTD
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,NSE:HMAAGRO
HMVL,Hindustan Media Ventures Limited,INE871K01015,NSE:HMVL
HNDFDS,Hindustan Foods Limited,INE254N01026,NSE:HNDFDS
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,NSE:HOMEFIRST
HONASA,Honasa Consumer Limited,INE0J5401028,NSE:HONASA
HONAUT,Honeywell Automation India Limited,INE671A01010,NSE:HONAUT
HONDAPOWER,Honda India Power Products Limited,INE634A01018,NSE:HONDAPOWER
HPAL,HP Adhesives Limited,INE0GSL01024,NSE:HPAL
HPIL,Hindprakash Industries Limited,INE05X901010,NSE:HPIL
HPL,HPL Electric & Power Limited,INE495S01016,NSE:HPL
HSCL,Himadri Speciality Chemical Limited,INE019C01026,NSE:HSCL
HTMEDIA,HT Media Limited,INE501G01024,NSE:HTMEDIA
HUBTOWN,Hubtown Limited,INE703H01016,NSE:HUBTOWN
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,NSE:HUDCO
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,NSE:HUHTAMAKI
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,NSE:HYBRIDFIN
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,NSE:HYUNDAI
IBULLSLTD,Indiabulls Limited,INE126M01010,NSE:IBULLSLTD
ICDSLTD,ICDS Limited,INE613B01010,NSE:ICDSLTD
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,NSE:ICEMAKE
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,NSE:ICICIAMC
ICICIBANK,ICICI Bank Limited,INE090A01021,NSE:ICICIBANK
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,NSE:ICICIGI
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,NSE:ICICIPRULI
ICIL,Indo Count Industries Limited,INE483B01026,NSE:ICIL
ICRA,ICRA Limited,INE725G01011,NSE:ICRA
IDBI,IDBI Bank Limited,INE008A01015,NSE:IDBI
IDEA,Vodafone Idea Limited,INE669E01016,NSE:IDEA
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,NSE:IDEAFORGE
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,NSE:IDFCFIRSTB
IEX,Indian Energy Exchange Limited,INE022Q01020,NSE:IEX
IFBAGRO,IFB Agro Industries Limited,INE076C01018,NSE:IFBAGRO
IFBIND,IFB Industries Limited,INE559A01017,NSE:IFBIND
IFCI,IFCI Limited,INE039A01010,NSE:IFCI
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,NSE:IFGLEXPOR
IGARASHI,Igarashi Motors India Limited,INE188B01013,NSE:IGARASHI
IGCL,Indogulf Cropsciences Limited,INE05J901018,NSE:IGCL
IGIL,International Gemmological Institute (India) Limited,INE0Q9301021,NSE:IGIL
IGL,Indraprastha Gas Limited,INE203G01027,NSE:IGL
IGPL,IG Petrochemicals Limited,INE204A01010,NSE:IGPL
IIFL,IIFL Finance Limited,INE530B01024,NSE:IIFL
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,NSE:IIFLCAPS
IITL,Industrial Investment Trust Limited,INE886A01014,NSE:IITL
IKIO,IKIO Technologies Limited,INE0LOJ01019,NSE:IKIO
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,NSE:IKS
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,NSE:IMAGICAA
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,NSE:IMFA
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,NSE:IMPAL
INA,Insolation Energy Limited,INE0LGX01024,NSE:INA
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,NSE:INCREDIBLE
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,NSE:INDBANK
INDGN,Indegene Limited,INE065X01017,NSE:INDGN
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,NSE:INDHOTEL
INDIACEM,The India Cements Limited,INE383A01012,NSE:INDIACEM
INDIAGLYCO,India Glycols Limited,INE560A01023,NSE:INDIAGLYCO
INDIAMART,Indiamart Intermesh Limited,INE933S01016,NSE:INDIAMART
INDIANB,Indian Bank,INE562A01011,NSE:INDIANB
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,NSE:INDIANCARD
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,NSE:INDIANHUME
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,NSE:INDIASHLTR
INDIGO,InterGlobe Aviation Limited,INE646L01027,NSE:INDIGO
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,NSE:INDIGOPNTS
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,NSE:INDIQUBE
INDNIPPON,India Nippon Electricals Limited,INE092B01025,NSE:INDNIPPON
INDOAMIN,Indo Amines Limited,INE760F01028,NSE:INDOAMIN
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,NSE:INDOBORAX
INDOCO,Indoco Remedies Limited,INE873D01024,NSE:INDOCO
INDOFARM,Indo Farm Equipment Limited,INE622H01018,NSE:INDOFARM
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,NSE:INDORAMA
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,NSE:INDOSTAR
INDOTECH,Indo Tech Transformers Limited,INE332H01014,NSE:INDOTECH
INDOTHAI,Indo Thai Securities Limited,INE337M01021,NSE:INDOTHAI
INDOUS,Indo Us Biotech Limited,INE250Z01010,NSE:INDOUS
INDOWIND,Indowind Energy Limited,INE227G01018,NSE:INDOWIND
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,NSE:INDRAMEDCO
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,NSE:INDSWFTLAB
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,NSE:INDTERRAIN
INDUSINDBK,IndusInd Bank Limited,INE095A01012,NSE:INDUSINDBK
INDUSTOWER,Indus Towers Limited,INE121J01017,NSE:INDUSTOWER
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,NSE:INFOBEAN
INFOMEDIA,Infomedia Press Limited,INE669A01022,NSE:INFOMEDIA
INFY,Infosys Limited,INE009A01021,NSE:INFY
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,NSE:INGERRAND
INNOVACAP,Innova Captab Limited,INE0DUT01020,NSE:INNOVACAP
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,NSE:INNOVANA
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,NSE:INOXGREEN
INOXINDIA,INOX India Limited,INE616N01034,NSE:INOXINDIA
INOXWIND,Inox Wind Limited,INE066P01011,NSE:INOXWIND
INSECTICID,Insecticides (India) Limited,INE070I01018,NSE:INSECTICID
INTELLECT,Intellect Design Arena Limited,INE306R01017,NSE:INTELLECT
INTENTECH,Intense Technologies Limited,INE781A01025,NSE:INTENTECH
INTERARCH,Interarch Building Solutions Limited,INE00M901018,NSE:INTERARCH
INTLCONV,International Conveyors Limited,INE575C01027,NSE:INTLCONV
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,NSE:INVENTURE
IOB,Indian Overseas Bank,INE565A01014,NSE:IOB
IOC,Indian Oil Corporation Limited,INE242A01010,NSE:IOC
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,NSE:IOLCP
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,NSE:IONEXCHANG
IPCALAB,IPCA Laboratories Limited,INE571A01038,NSE:IPCALAB
IPL,India Pesticides Limited,INE0D6701023,NSE:IPL
IRB,IRB Infrastructure Developers Limited,INE821I01022,NSE:IRB
IRCON,Ircon International Limited,INE962Y01021,NSE:IRCON
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NSE:IRCTC
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,NSE:IREDA
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,NSE:IRFC
IRIS,IRIS RegTech Solutions Limited,INE864K01010,NSE:IRIS
IRISDOREME,Iris Clothings Limited,INE01GN01025,NSE:IRISDOREME
IRMENERGY,IRM Energy Limited,INE07U701015,NSE:IRMENERGY
ISFT,Intrasoft Technologies Limited,INE566K01011,NSE:ISFT
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,NSE:ISGEC
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,NSE:ISHANCH
ITC,ITC Limited,INE154A01025,NSE:ITC
ITCHOTELS,ITC Hotels Limited,INE379A01028,NSE:ITCHOTELS
ITDC,India Tourism Development Corporation Limited,INE353K01014,NSE:ITDC
ITI,ITI Limited,INE248A01017,NSE:ITI
IVALUE,Ivalue Infosolutions Limited,INE056801025,NSE:IVALUE
IVC,IL&FS Investment Managers Limited,INE050B01023,NSE:IVC
IVP,IVP Limited,INE043C01018,NSE:IVP
IXIGO,Le Travenues Technology Limited,INE0HV901016,NSE:IXIGO
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,NSE:J&KBANK
JAGRAN,Jagran Prakashan Limited,INE199G01027,NSE:JAGRAN
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,NSE:JAGSNPHARM
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,NSE:JAIBALAJI
JAICORPLTD,Jai Corp Limited,INE070D01027,NSE:JAICORPLTD
JAINREC,Jain Resource Recycling Limited,INE0YD401026,NSE:JAINREC
JAIPURKURT,Nandani Creation Limited,INE696V01013,NSE:JAIPURKURT
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,NSE:JAMNAAUTO
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,NSE:JARO
JASH,Jash Engineering Limited,INE039O01029,NSE:JASH
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,NSE:JAYAGROGN
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,NSE:JAYBARMARU
JAYKAY,Jaykay Enterprises Limited,INE903A01025,NSE:JAYKAY
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,NSE:JAYNECOIND
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,NSE:JAYSREETEA
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NSE:JBCHEPHARM
JBMA,JBM Auto Limited,INE927D01051,NSE:JBMA
JGCHEM,J.G.Chemicals Limited,INE0MB501011,NSE:JGCHEM
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,NSE:JHS
JINDALPHOT,Jindal Photo Limited,INE796G01012,NSE:JINDALPHOT
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,NSE:JINDALPOLY
JINDALSAW,Jindal Saw Limited,INE324A01032,NSE:JINDALSAW
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,NSE:JINDALSTEL
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,NSE:JINDRILL
JINDWORLD,Jindal Worldwide Limited,INE247D01039,NSE:JINDWORLD
JIOFIN,Jio Financial Services Limited,INE758E01017,NSE:JIOFIN
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,NSE:JISLDVREQS
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,NSE:JISLJALEQS
JKCEMENT,JK Cement Limited,INE823G01014,NSE:JKCEMENT
JKIL,J.Kumar Infraprojects Limited,INE576I01022,NSE:JKIL
JKIPL,Jinkushal Industries Limited,INE1FF001016,NSE:JKIPL
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,NSE:JKLAKSHMI
JKPAPER,JK Paper Limited,INE789E01012,NSE:JKPAPER
JKTYRE,JK Tyre & Industries Limited,INE573A01042,NSE:JKTYRE
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,NSE:JLHL
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,NSE:JMA
JMFINANCIL,JM Financial Limited,INE780C01023,NSE:JMFINANCIL
JNKINDIA,JNK India Limited,INE0OAF01028,NSE:JNKINDIA
JOCIL,Jocil Limited,INE839G01010,NSE:JOCIL
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,NSE:JPOLYINVST
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,NSE:JPPOWER
JSFB,Jana Small Finance Bank Limited,INE953L01027,NSE:JSFB
JSL,Jindal Stainless Limited,INE220G01021,NSE:JSL
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,NSE:JSLL
JSWCEMENT,JSW Cement Limited,INE718I01012,NSE:JSWCEMENT
JSWENERGY,JSW Energy Limited,INE121E01018,NSE:JSWENERGY
JSWHL,JSW Holdings Limited,INE824G01012,NSE:JSWHL
JSWINFRA,JSW Infrastructure Limited,INE880J01026,NSE:JSWINFRA
JSWSTEEL,JSW Steel Limited,INE019A01038,NSE:JSWSTEEL
JTEKTINDIA,Jtekt India Limited,INE643A01035,NSE:JTEKTINDIA
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,NSE:JTLIND
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,NSE:JUBLCPL
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,NSE:JUBLFOOD
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,NSE:JUBLINGREA
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,NSE:JUBLPHARMA
JUNIPER,Juniper Hotels Limited,INE696F01016,NSE:JUNIPER
JUSTDIAL,Just Dial Limited,INE599M01018,NSE:JUSTDIAL
JWL,Jupiter Wagons Limited,INE209L01016,NSE:JWL
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,NSE:JYOTHYLAB
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,NSE:JYOTICNC
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,NSE:JYOTISTRUC
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,NSE:KABRAEXTRU
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,NSE:KAJARIACER
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,NSE:KAKATCEM
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,NSE:KALAMANDIR
KALPATARU,Kalpataru Limited,INE227J01012,NSE:KALPATARU
KALYANIFRG,Kalyani Forge Limited,INE314G01014,NSE:KALYANIFRG
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,NSE:KALYANKJIL
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,NSE:KAMATHOTEL
KAMDHENU,Kamdhenu Limited,INE390H01020,NSE:KAMDHENU
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,NSE:KAMOPAINTS
KANANIIND,Kanani Industries Limited,INE879E01037,NSE:KANANIIND
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,NSE:KANORICHEM
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,NSE:KANPRPLA
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,NSE:KANSAINER
KARMAENG,Karma Energy Limited,INE725L01011,NSE:KARMAENG
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,NSE:KARURVYSYA
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,NSE:KAUSHALYA
KAYA,Kaya Limited,INE587G01015,NSE:KAYA
KAYNES,Kaynes Technology India Limited,INE918Z01012,NSE:KAYNES
KCP,KCP Limited,INE805C01028,NSE:KCP
KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,NSE:KCPSUGIND
KDDL,KDDL Limited,INE291D01011,NSE:KDDL
KEC,KEC International Limited,INE389H01022,NSE:KEC
KECL,Kirloskar Electric Company Limited,INE134B01017,NSE:KECL
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,NSE:KEEPLEARN
KEI,KEI Industries Limited,INE878B01027,NSE:KEI
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01030,NSE:KELLTONTEC
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,NSE:KERNEX
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,NSE:KEYFINSERV
KFINTECH,Kfin Technologies Limited,INE138Y01010,NSE:KFINTECH
KHADIM,Khadim India Limited,INE834I01025,NSE:KHADIM
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,NSE:KHAICHEM
KHAITANLTD,Khaitan (India) Limited,INE731C01018,NSE:KHAITANLTD
KHANDSE,Khandwala Securities Limited,INE060B01014,NSE:KHANDSE
KICL,Kalyani Investment Company Limited,INE029L01018,NSE:KICL
KILITCH,Kilitch Drugs (India) Limited,INE729D01010,NSE:KILITCH
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,NSE:KIMS
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,NSE:KINGFA
KIOCL,KIOCL Limited,INE880L01014,NSE:KIOCL
KIRIINDUS,Kiri Industries Limited,INE415I01015,NSE:KIRIINDUS
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,NSE:KIRLOSBROS
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,NSE:KIRLOSENG
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,NSE:KIRLOSIND
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,NSE:KIRLPNU
KITEX,Kitex Garments Limited,INE602G01020,NSE:KITEX
KKCL,Kewal Kiran Clothing Limited,INE401H01017,NSE:KKCL
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,NSE:KMEW
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,NSE:KMSUGAR
KNAGRI,KN Agri Resources Limited,INE0KNW01016,NSE:KNAGRI
KNRCON,KNR Constructions Limited,INE634I01029,NSE:KNRCON
KOHINOOR,Kohinoor Foods Limited,INE080B01012,NSE:KOHINOOR
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,NSE:KOKUYOCMLN
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,NSE:KOLTEPATIL
KOPRAN,Kopran Limited,INE082A01010,NSE:KOPRAN
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01036,NSE:KOTAKBANK
KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,NSE:KOTARISUG
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,NSE:KOTHARIPET
KOTHARIPRO,Kothari Products Limited,INE823A01017,NSE:KOTHARIPRO
KPEL,K.P. Energy Limited,INE127T01021,NSE:KPEL
KPIGREEN,KPI Green Energy Limited,INE542W01025,NSE:KPIGREEN
KPIL,Kalpataru Projects International Limited,INE220B01022,NSE:KPIL
KPITTECH,KPIT Technologies Limited,INE04I401011,NSE:KPITTECH
KPRMILL,K.P.R. Mill Limited,INE930H01031,NSE:KPRMILL
KRBL,KRBL Limited,INE001B01026,NSE:KRBL
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,NSE:KREBSBIO
KRIDHANINF,Kridhan Infra Limited,INE524L01026,NSE:KRIDHANINF
KRISHANA,Krishana Phoschem Limited,INE506W01012,NSE:KRISHANA
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,NSE:KRISHIVAL
KRISHNADEF,Krishna Defence And Allied Industries Limited,INE0J5601015,NSE:KRISHNADEF
KRITI,Kriti Industries (India) Limited,INE479D01038,NSE:KRITI
KRITIKA,Kritika Wires Limited,INE00Z501029,NSE:KRITIKA
KRITINUT,Kriti Nutrients Limited,INE798K01010,NSE:KRITINUT
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,NSE:KRN
KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,NSE:KRONOX
KROSS,Kross Limited,INE0O6601022,NSE:KROSS
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,NSE:KRSNAA
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,NSE:KRYSTAL
KSB,Ksb Limited,INE999A01023,NSE:KSB
KSCL,Kaveri Seed Company Limited,INE455I01029,NSE:KSCL
KSHINTL,KSH International Limited,INE987S01020,NSE:KSHINTL
KSL,Kalyani Steels Limited,INE907A01026,NSE:KSL
KSOLVES,Ksolves India Limited,INE0D6I01023,NSE:KSOLVES
KTKBANK,The Karnataka Bank Limited,INE614B01018,NSE:KTKBANK
KUANTUM,Kuantum Papers Limited,INE529I01021,NSE:KUANTUM
KWIL,Kwality Wall's (India) Limited,INE2KCE01013,NSE:KWIL
LAGNAM,Lagnam Spintex Limited,INE548Z01017,NSE:LAGNAM
LAL,Lorenzini Apparels Limited,INE740X01023,NSE:LAL
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,NSE:LALPATHLAB
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,NSE:LAMBODHARA
LANDMARK,Landmark Cars Limited,INE559R01029,NSE:LANDMARK
LAOPALA,La Opala RG Limited,INE059D01020,NSE:LAOPALA
LASA,Lasa Supergenerics Limited,INE670X01014,NSE:LASA
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,NSE:LATENTVIEW
LATTEYS,Latteys Industries Limited,INE262Z01023,NSE:LATTEYS
LAURUSLABS,Laurus Labs Limited,INE947Q01028,NSE:LAURUSLABS
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,NSE:LAXMIDENTL
LAXMIINDIA,Laxmi India Finance Limited,INE06WU01026,NSE:LAXMIINDIA
LEMERITE,Le Merite Exports Limited,INE0G1L01017,NSE:LEMERITE
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,NSE:LEMONTREE
LENSKART,Lenskart Solutions Limited,INE956O01016,NSE:LENSKART
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,NSE:LFIC
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,NSE:LGBBROSLTD
LGEINDIA,LG Electronics India Limited,INE324D01010,NSE:LGEINDIA
LGHL,Laxmi Goldorna House Limited,INE258Y01016,NSE:LGHL
LIBAS,Libas Consumer Products Limited,INE908V01012,NSE:LIBAS
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,NSE:LIBERTSHOE
